Crime ID,Month,Reported by,Falls within,Longitude,Latitude,Location,LSOA code,LSOA name,Outcome type
776f8f89d46b6284ba8a3b116f32f8d61ecea7460ebc27956eda13ec8218f70a,2022-03,Gwent Police,Gwent Police,,,No location,,,Unable to prosecute suspect
c7a31f1ed47197465acb06a8baa4a2a90bf5fbaae1ce9059ea8663b66298801f,2022-03,Gwent Police,Gwent Police,,,No location,,,Local resolution
9a1655a67bf3e6c9f14b4128df0100e125b43eb98b15c9d3a3a150df1242f834,2022-03,Gwent Police,Gwent Police,-3.044181,51.585692,On or near RESERVOIR CLOSE,W01001671,Newport 016D,Investigation complete; no suspect identified
e5228652f5326e3211134422eed8337b58b71505c73a5d9f9edc2ff0b631be51,2022-03,Gwent Police,Gwent Police,-3.011841,51.833672,On or near VALE VIEW,W01001909,Monmouthshire 002F,Investigation complete; no suspect identified
e9d76d05e4e46753d8478ffa3ff7946bf295c4ad9ad6acf29632fbc0ab4fc96d,2022-03,Gwent Police,Gwent Police,-2.990190,51.591276,On or near EAST USK ROAD,W01001693,Newport 013E,Investigation complete; no suspect identified
19ee32aed44fa99279f0463478deebba0955d9e8aa743fa2146d203ce72ddc76,2022-03,Gwent Police,Gwent Police,-3.140460,51.734434,On or near LOWER ROYAL LANE,W01001455,Blaenau Gwent 008F,Investigation complete; no suspect identified
cedc26750fa0326a61e35de0708d84467de7a1bee6690f8afc93b3d52af5deb8,2022-03,Gwent Police,Gwent Police,-2.995311,51.590450,On or near Pedestrian Subway,W01001687,Newport 014D,Investigation complete; no suspect identified
6e0173057ecdda88d8049bfa0199ab698c6837ddf93d15543b13d8fe7a63fb8e,2022-03,Gwent Police,Gwent Police,-3.020224,51.610333,On or near LIVALE ROAD,W01001618,Newport 003B,Investigation complete; no suspect identified
02f9126063cce9b4d9729c488f7d048a4b683e91d2f7a0e5f0830b9911d2e9a0,2022-03,Gwent Police,Gwent Police,-3.282166,51.648676,On or near A472,W01001377,Caerphilly 013A,Investigation complete; no suspect identified
c4dfae6ccc68c3cf5a573cfb9e64b8bfe89544b791b26a1a23258f722122c0e3,2022-03,Gwent Police,Gwent Police,-3.045021,51.665008,On or near Sports/Recreation Area,W01001537,Torfaen 007E,Investigation complete; no suspect identified
9f7559941d28ea732048a67a507ed22b3c4b85aad3b18388f8d2bfe9289e8c39,2022-03,Gwent Police,Gwent Police,-3.238733,51.586137,On or near PLEASANT PLACE,W01001395,Caerphilly 023C,Investigation complete; no suspect identified
f6c149cf980e57c530f164f8120ff3d92742bd669f3db7a5f750b3c7d51cc21e,2022-03,Gwent Police,Gwent Police,-2.984676,51.591943,On or near CAMELOT PLACE,W01001692,Newport 011E,Investigation complete; no suspect identified
39b7fb567f4f8cc6837efa9c12cfe30b2f50a9a49c7856e6e4fdb4443d6384f1,2022-03,Gwent Police,Gwent Police,-2.996604,51.602704,On or near BRYNGLAS AVENUE,W01001683,Newport 006D,Investigation complete; no suspect identified
f60c37bc34b92f5533315c92df388e9140390073daba1d713353552ee1f4e894,2022-03,Gwent Police,Gwent Police,-3.009607,51.616701,On or near BACON PLACE,W01001652,Newport 002B,Investigation complete; no suspect identified
cf6acd6899a8d964ef08048323937fc131a1a36b4da3cd0f2866922dc6f9c3e4,2022-03,Gwent Police,Gwent Police,-3.139037,51.665725,On or near PANT FARM CLOSE,W01001383,Caerphilly 010D,Investigation complete; no suspect identified
7a1d11550880b4beb5491f6bf5371ff41ab0dbdf8ec0c337a7dfde92b7ee612a,2022-03,Gwent Police,Gwent Police,-3.028986,51.642698,On or near TREM TWYNBARLWM,W01001532,Torfaen 010E,Investigation complete; no suspect identified
d22fcded29273ed2274fc61f95ef9ad9d5e7acd05f93651f10ba8da985edd2cb,2022-03,Gwent Police,Gwent Police,-3.128455,51.653014,On or near YSTRAD TERRACE,W01001328,Caerphilly 014B,Investigation complete; no suspect identified
dd01d0176610df827c573851d3e413cf2da45af369e237def06e26edf4cf8177,2022-03,Gwent Police,Gwent Police,-3.053050,51.584722,On or near Petrol Station,W01001671,Newport 016D,Investigation complete; no suspect identified
b4c8043aa36c6278d0ff73ef7cd80fadd5e6ecb8e6d28fc3f82d75525e755332,2022-03,Gwent Police,Gwent Police,-3.207932,51.778007,On or near BETHCAR STREET,W01001460,Blaenau Gwent 007E,Investigation complete; no suspect identified
0afbec40de9acc0c116c5d25cf6559993541212b05bc165813eb046f99ef32a2,2022-03,Gwent Police,Gwent Police,-3.220506,51.692259,On or near ELM STREET,W01001326,Caerphilly 003B,Investigation complete; no suspect identified
b0b2ec9b6eb1b4f910c17997b6c575f60a83a6643ff12090bcdf4dc48dc49ea5,2022-03,Gwent Police,Gwent Police,-2.707579,51.812259,On or near RIVERSIDE PARK,W01001599,Monmouthshire 004F,Investigation complete; no suspect identified
51db6be7485f78977cf5027c9074006503370e15fe4384da128426f8e0c3c0b7,2022-03,Gwent Police,Gwent Police,-2.747710,51.596893,On or near CLOS ALED,W01001543,Monmouthshire 009B,Investigation complete; no suspect identified
bc2219b056ab0b40ee5abaaa7993f20108de1227bcbeef58bbccfabeea05ff02,2022-03,Gwent Police,Gwent Police,-3.198216,51.771309,On or near HILL STREET,W01001460,Blaenau Gwent 007E,Investigation complete; no suspect identified
ce8ade6c01d54b5ea81898de78f35064b5447af6200010ec5285a53cd3240193,2022-03,Gwent Police,Gwent Police,-3.235106,51.693932,On or near LLANCAYO PARK,W01001336,Caerphilly 004A,Investigation complete; no suspect identified
cd642469572524517488eba2fc41fc22683c2ebba49fb6e5ce6d710b475c96b9,2022-03,Gwent Police,Gwent Police,-3.217140,51.661732,On or near WARNE STREET,W01001389,Caerphilly 007E,Investigation complete; no suspect identified
3e4e584ca91e66d5212cf66f2356dca5b169242ffec82bc468c0162770d9fdab,2022-03,Gwent Police,Gwent Police,-3.218156,51.665093,On or near ANEURIN AVENUE,W01001388,Caerphilly 007D,Investigation complete; no suspect identified
cf80e603501a918ba8a9400cba4ab1f282160405975bc4663a86452dd31208f4,2022-03,Gwent Police,Gwent Police,-3.070834,51.725226,On or near Sports/Recreation Area,W01001485,Torfaen 002D,Investigation complete; no suspect identified
f4a0fd19fb69df9e350a49679fed8dffd49e386720c1f733421ee2d1a4470998,2022-03,Gwent Police,Gwent Police,-3.004403,51.655112,On or near TURNPIKE ROAD,W01001495,Torfaen 008C,Investigation complete; no suspect identified
892292f48eb91e111499afa18442d99da046b99021585117ed03000b3f9b1e17,2022-03,Gwent Police,Gwent Police,-3.054660,51.592548,On or near BETHESDA PLACE,W01001672,Newport 009C,Investigation complete; no suspect identified
6b76dc1f0681796a6d13e4115b06fbde607b5a913b50d618c2d4405f7c728e70,2022-03,Gwent Police,Gwent Police,-3.063278,51.844277,On or near Parking Area,W01001564,Monmouthshire 003D,Investigation complete; no suspect identified
43b6ed764e16e7e7fafccef17e1028bb83f3f11e994a6faea92280e89c65a2d2,2022-03,Gwent Police,Gwent Police,-3.187296,51.799761,On or near HEOL HELIG,W01001447,Blaenau Gwent 002B,Investigation complete; no suspect identified
dc63fbe42be36a1e7a3990c1055da02dc4929959d62b723a1dabbb79836bb51d,2022-03,Gwent Police,Gwent Police,-3.232882,51.575291,On or near Petrol Station,W01001423,Caerphilly 024B,Investigation complete; no suspect identified
9ff87a561d806204182c8165673db719d29f9f55a7475887e4fdd02f5aa0b543,2022-03,Gwent Police,Gwent Police,-3.297655,51.739016,On or near PLANTATION TERRACE,W01001361,Caerphilly 002B,Investigation complete; no suspect identified
2d13cc171dfd01e10b527ea1278bb4f6b282fc21c5f9911a7cdc3e903b042ad7,2022-03,Gwent Police,Gwent Police,-3.238474,51.684266,On or near PARK VIEW,W01001339,Caerphilly 004D,Investigation complete; no suspect identified
ad30073d62ac9e9b039d0097d5393a17428828adb92ac3dead7c181e0eb9695d,2022-03,Gwent Police,Gwent Police,-2.989613,51.578656,On or near COMMERCIAL ROAD,W01001661,Newport 018C,Investigation complete; no suspect identified
25ff7565b98a60b49919bc660a5014b44c23ffa1554534d030ae28d4422e3663,2022-03,Gwent Police,Gwent Police,-3.009226,51.572177,On or near Supermarket,W01001629,Newport 017A,Investigation complete; no suspect identified
54b284d08c228e48f17aad0257506d3fd55cf7d9042d03f4d3653654b85af53d,2022-03,Gwent Police,Gwent Police,-3.176089,51.797095,On or near Bus/Coach Station,W01001467,Blaenau Gwent 005D,Investigation complete; no suspect identified
00fe76d0235edb5d1f81dd03fb2eacd25c9b70302f53af6fbe42c1bcb87fb73f,2022-03,Gwent Police,Gwent Police,-3.032710,51.664101,On or near GLENSIDE,W01001522,Torfaen 007D,Investigation complete; no suspect identified
d43702d564dbc61e17ba16570031d290c42722b1e44cbb1e1a1a0d518da46a9c,2022-03,Gwent Police,Gwent Police,-3.219177,51.668140,On or near Petrol Station,W01001388,Caerphilly 007D,Investigation complete; no suspect identified
f45ace03c78c18d2cc7b2ca88b99c4ecf55348a931bd85db7dd200d0e5b9d631,2022-03,Gwent Police,Gwent Police,-3.072691,51.606070,On or near MOUNTSIDE,W01001407,Caerphilly 016A,Investigation complete; no suspect identified
18f7eaa4f2529f80f2f1f427d4689d46350910bc5ed9d808fa396beaaf8e817b,2022-03,Gwent Police,Gwent Police,-3.021079,51.557032,On or near Supermarket,W01001689,Newport 019D,Investigation complete; no suspect identified
28e45b67c9394c28c60604bf67c1b7d3274ee30f13f3e4a78a8548ea2611a897,2022-03,Gwent Police,Gwent Police,-3.052755,51.711713,On or near STRYD SIOR,W01001529,Torfaen 003B,Investigation complete; no suspect identified
64b98d871888241dc35c27b474c5ec44352a8a731d31c35d5a2ea8c3b06966b6,2022-03,Gwent Police,Gwent Police,-2.997443,51.588274,On or near Supermarket,W01001685,Newport 014B,Investigation complete; no suspect identified
2d56f79c846a731e7c2e0cffeeaf9dae6d175eb6c015d2149b02717991226599,2022-03,Gwent Police,Gwent Police,-3.202833,51.667966,On or near FROST PLACE,W01001348,Caerphilly 009A,Investigation complete; no suspect identified
fcdc9cddcc3f0138256161e736bb6055caa492be50bbd48db598ac9ca472c5df,2022-03,Gwent Police,Gwent Police,-3.083042,51.773820,On or near DUKE STREET,W01001490,Torfaen 001D,Investigation complete; no suspect identified
1fe4367622b518606dc988d2d0dfb411ae780debfebb473969faf37abea9f585,2022-03,Gwent Police,Gwent Police,-3.020694,51.653146,On or near Pedestrian Subway,W01001506,Torfaen 010A,Investigation complete; no suspect identified
791d9f381ed0d542efed10e37267602010b8f4a329092c3caafafb123145c420,2022-03,Gwent Police,Gwent Police,-3.279118,51.615359,On or near GRAIG TERRACE,W01001332,Caerphilly 018C,Investigation complete; no suspect identified
58172e08284fd198e15ae6914050e72e8da5b8193b7b2dbc456a28c8a0b51ee9,2022-03,Gwent Police,Gwent Police,-2.673407,51.642066,On or near NELSON STREET,W01001587,Monmouthshire 008C,Investigation complete; no suspect identified
e38710f800541f2d28471defc42a4f0f22c146fca7057c41c0d69843a10cfd2b,2022-03,Gwent Police,Gwent Police,-3.229546,51.664974,On or near Supermarket,W01001415,Caerphilly 008B,Investigation complete; no suspect identified
743e6c8c9dc0766b8ba51e6fb7a1f00c01358891f743c927740dc54cd83dcc23,2022-03,Gwent Police,Gwent Police,-3.240780,51.572780,On or near DRUIDS CLOSE,W01001398,Caerphilly 024A,Investigation complete; no suspect identified
fe8293d829481a15b5565183573e2a2b856f284b8b02e5c5e6b65df0c5c82bb1,2022-03,Gwent Police,Gwent Police,-3.001798,51.599234,On or near ROSS LANE,W01001684,Newport 006E,Investigation complete; no suspect identified
5b55bc3b2dfd6fa83e2d5635460b21bffdfc3689b226c89a0e27ea9587dcc3c1,2022-03,Gwent Police,Gwent Police,-3.058179,51.643931,On or near SAFFRON COURT,W01001499,Torfaen 011C,Investigation complete; no suspect identified
e74ed13a0a6f71e286e0ae7b5c582fb062353ea41dae51af5fa747829573f43f,2022-03,Gwent Police,Gwent Police,-3.093868,51.516191,On or near WILLIAM BELCHER DRIVE,W01001885,Cardiff 011D,Investigation complete; no suspect identified
257b2da05b87d64b8eb1a679a25cfe01a3861362c2fe873039d71d001e91c36e,2022-03,Gwent Police,Gwent Police,-3.181168,51.738366,On or near YORK TERRACE,W01001451,Blaenau Gwent 007B,Investigation complete; no suspect identified
abe15fb5731147b896444b4e3a8edf8888a229189fd729a741f5b3416ee88498,2022-03,Gwent Police,Gwent Police,-2.992073,51.578321,On or near COULSON CLOSE,W01001662,Newport 018D,Investigation complete; no suspect identified
7bd923977fe4f5d53000957fbd67f72dab49973be355c17ed9819a794ed2bb67,2022-03,Gwent Police,Gwent Police,-2.990190,51.591276,On or near EAST USK ROAD,W01001693,Newport 013E,Investigation complete; no suspect identified
f85eb06a95c9af77a3e2c23cd257d5f119ab566fc7330f5f85c81c56860efca6,2022-03,Gwent Police,Gwent Police,-3.209577,51.770680,On or near BRYNLLYS,W01001459,Blaenau Gwent 007D,Investigation complete; no suspect identified
632ad430da5c8b3d8e7a50aee761fe648634aff8b45e6a251ac669addcb805d8,2022-03,Gwent Police,Gwent Police,-3.206547,51.583496,On or near DOL YR EOS,W01001421,Caerphilly 022E,Investigation complete; no suspect identified
320f11b1254997fcff3630522fc4ca6225886b191e8c2d436656729598aa7137,2022-03,Gwent Police,Gwent Police,-3.004018,51.569632,On or near GREENWICH ROAD,W01001660,Newport 018B,Investigation complete; no suspect identified
94998f8f1c106d7d2986661c14afa082e0ab3b8491a5dd1b13093bd5b36bdaea,2022-03,Gwent Police,Gwent Police,-3.023209,51.642847,On or near HILL STREET,W01001504,Torfaen 013A,Investigation complete; no suspect identified
d83b7618c460e171ad6f9f2ed924289fc818b0ddddaec9578663320e33b3ad3f,2022-03,Gwent Police,Gwent Police,-3.071369,51.727684,On or near CWRT Y PORTH FAWR,W01001485,Torfaen 002D,Investigation complete; no suspect identified
9fd55cd01ea6f8b852b5f817f096aec50c612dccacd7ed155e6076f048c5c3ab,2022-03,Gwent Police,Gwent Police,-3.095518,51.545912,On or near DRUIDSTONE ROAD,W01001657,Newport 020C,Investigation complete; no suspect identified
87d55a3f46ddd7b811a927cb1d6f7aebd9f3e20ad83d84a9d2cff63ead44361b,2022-03,Gwent Police,Gwent Police,-3.011822,51.570186,On or near BUXTON CLOSE,W01001633,Newport 019A,Investigation complete; no suspect identified
70b70da24363c67208a360c615da5c461a8334a7b9cfd759d6c29424e376695b,2022-03,Gwent Police,Gwent Police,-3.014976,51.569268,On or near OLD CARDIFF ROAD,W01001634,Newport 019B,Investigation complete; no suspect identified
9c39d2eae87b9e6a7d0181937db8abacf426c7423d7b5c500a5dd89f1030ad93,2022-03,Gwent Police,Gwent Police,-3.174165,51.793895,On or near BARLEY FIELD ROAD,W01001448,Blaenau Gwent 002C,Investigation complete; no suspect identified
400edba54e9d47d07b4937d84f2dd662e7895157cc9977fa89dc990f97e09897,2022-03,Gwent Police,Gwent Police,-2.969056,51.617015,On or near FLAVIUS CLOSE,W01001628,Newport 001F,Investigation complete; no suspect identified
ceb80a8c95354a039b6c92394d1cc8ba8531db65d7cecc893778eeece987f304,2022-03,Gwent Police,Gwent Police,-2.995081,51.587854,On or near CORN STREET,W01001687,Newport 014D,Investigation complete; no suspect identified
95deae1374d1ba799ece2deedf941040899a40180cc6b1ced91d0bedbee7a864,2022-03,Gwent Police,Gwent Police,-2.997898,51.597828,On or near AGINCOURT STREET,W01001681,Newport 006B,Investigation complete; no suspect identified
8d10ad00612f26bc44775f8af12b94cd6f7e9563f47478b79dc312fbd26623fa,2022-03,Gwent Police,Gwent Police,-3.279701,51.745831,On or near CHURCH STREET,W01001406,Caerphilly 001D,Investigation complete; no suspect identified
4c1da03e18c0092ef57f4f1306804bae690885ef40366c9339cb93170d0642dd,2022-03,Gwent Police,Gwent Police,-3.240666,51.719994,On or near Parking Area,W01001384,Caerphilly 002C,Investigation complete; no suspect identified
7b862f680520df4b2e2765493a331a070100bc0b703bc8a3aa438565dbfd127c,2022-03,Gwent Police,Gwent Police,-3.207327,51.780342,On or near MARKET STREET,W01001460,Blaenau Gwent 007E,Investigation complete; no suspect identified
18bc245a48ad1fa2beb006ca323d12dcb2819249ae86543589da8c60bb27638a,2022-03,Gwent Police,Gwent Police,-2.952372,51.582426,On or near THOMPSON CLOSE,W01001645,Newport 015D,Investigation complete; no suspect identified
6d63f63671353113338d6584feb2a36072fa744bc8e2ca66e027a41149131891,2022-03,Gwent Police,Gwent Police,-3.027007,51.652957,On or near Shopping Area,W01001528,Torfaen 010D,Investigation complete; no suspect identified
a1809b6e38b1299b871d142ee0befbba31a37e01dafeecf98e01a4887128b2cc,2022-03,Gwent Police,Gwent Police,-3.204344,51.667133,On or near APOLLO WAY,W01001348,Caerphilly 009A,Investigation complete; no suspect identified
55ff50e54b94621f623b4cc844fc3677596c5f24281b1860152b97bdb3281b75,2022-03,Gwent Police,Gwent Police,-3.021001,51.612763,On or near PEN-Y-BRYN CLOSE,W01001622,Newport 003F,Investigation complete; no suspect identified
ae83b19e4c92fd1902e306267b012100823826e105fd88cc25ce70edf17853b5,2022-03,Gwent Police,Gwent Police,-2.947036,51.579143,On or near BROADCOMMON CLOSE,W01001646,Newport 015E,Investigation complete; no suspect identified
7d2c9943b203047bd3c7197cc6e034d2164418698d58a99d4b978c0131c04981,2022-03,Gwent Police,Gwent Police,-3.085280,51.774051,On or near HIGH STREET,W01001489,Torfaen 001C,Investigation complete; no suspect identified
e4a13ecd6de6574f1585ed54d147a7ed886bde9f0b225c953ff293068e456659,2022-03,Gwent Police,Gwent Police,-3.024918,51.677612,On or near GLENCOURT,W01001517,Torfaen 006D,Investigation complete; no suspect identified
02ead0407338d9451bff9dddad5dd35b837672e7bcd6c094a21290976e54a4e1,2022-03,Gwent Police,Gwent Police,-2.963680,51.583485,On or near SOMERTON LANE,W01001643,Newport 013B,Investigation complete; no suspect identified
7651fac026c556df693da4d0411fc0d7d5c46bedea7dafa84a13049f1e645714,2022-03,Gwent Police,Gwent Police,-3.146134,51.663921,On or near Parking Area,W01001382,Caerphilly 010C,Investigation complete; no suspect identified
f6199a7eca14517dacc899c2bbd3185d48790d001e79451d0d5944e5b3dfcbad,2022-03,Gwent Police,Gwent Police,-3.169927,51.614268,On or near HEOL TIR TON,W01001431,Caerphilly 015C,Investigation complete; no suspect identified
f58b6ac12fbef310cd93463436677a2f09f091641fea2926d0d39ff4ee4be4c0,2022-03,Gwent Police,Gwent Police,-3.227787,51.708989,On or near STATION TERRACE,W01001385,Caerphilly 002D,Investigation complete; no suspect identified
43b0f6b26ee69dfb618ad6230027fe2dc31ddc56b9d9f02cc60bb244bcd28c4d,2022-03,Gwent Police,Gwent Police,-3.025196,51.652784,On or near Supermarket,W01001506,Torfaen 010A,Investigation complete; no suspect identified
efa55bc12832ce18b67eed68f44f1ad90b736e08ec2daea312d740634866ad72,2022-03,Gwent Police,Gwent Police,-3.186138,51.592354,On or near ASHGROVE,W01001341,Caerphilly 020B,Investigation complete; no suspect identified
