Crime ID,Month,Reported by,Falls within,Longitude,Latitude,Location,LSOA code,LSOA name,Outcome type
bb7703a31ecb2806cf476379a9d8c8d5e57b93fbab5c004c0c5d8ad802d89806,2022-06,Gwent Police,Gwent Police,,,No location,,,Unable to prosecute suspect
0704ee8988354107e612f1890a8a3f35ae38f3386cec1cd900d024ddc4cb0715,2022-06,Gwent Police,Gwent Police,,,No location,,,Unable to prosecute suspect
acd7a5fb013a91cea9120b357345ebbda3e6c1fefb161253e4ffdb34575b4c90,2022-06,Gwent Police,Gwent Police,-3.141855,51.712823,On or near VICTORIA ROAD,W01001465,Blaenau Gwent 009B,Unable to prosecute suspect
c4aee0d56630e87dae9c74b6985ecbed5e2cb91727946f2855d50895cea0ebbe,2022-06,Gwent Police,Gwent Police,,,No location,,,Unable to prosecute suspect
a9c2ea6390237dd7db14da2772b8534d59319ec62bf9fb1b246f6ede39f39791,2022-06,Gwent Police,Gwent Police,,,No location,,,Investigation complete; no suspect identified
7cace1bace749800eecc9e417dff5c2a316aec165aad61716289d4b234424df1,2022-06,Gwent Police,Gwent Police,-2.946312,51.577638,On or near Petrol Station,W01001646,Newport 015E,Investigation complete; no suspect identified
a3e9b97f723af7d7306741be17c8a45b44d06ef8dfcabd15d497576dec5e72da,2022-06,Gwent Police,Gwent Police,-2.944293,51.583274,On or near SPYTTY ROAD,W01001609,Newport 015B,Investigation complete; no suspect identified
b7d3617fa85cfad9053d979a5bcc568fa81d1ce6edc9511dff9fe4c7abd05be9,2022-06,Gwent Police,Gwent Police,-3.033475,51.651983,On or near Sports/Recreation Area,W01001528,Torfaen 010D,Investigation complete; no suspect identified
84bf3adf2686f9e68d6e337210e9c1bc4c0b7e68225cb7a99224cd53de443496,2022-06,Gwent Police,Gwent Police,-2.983208,51.586821,On or near Bus/Coach Station,W01001693,Newport 013E,Investigation complete; no suspect identified
d7c482cd43eab63c82cbba991a10c70e70aebe581327e9f62f6cae1141a9a453,2022-06,Gwent Police,Gwent Police,-2.991607,51.580123,On or near Parking Area,W01001662,Newport 018D,Investigation complete; no suspect identified
9b1d24d6c4930b0b8ac735ba01c36a022ba14afaeb62c73b0f01a863ed802e7a,2022-06,Gwent Police,Gwent Police,-3.010694,51.612987,On or near FLEMING CLOSE,W01001652,Newport 002B,Investigation complete; no suspect identified
3ba6dcb7dcf671ba17c08eb403a57501bcf6bbec2b3b6f9f62e2bb6a74c25031,2022-06,Gwent Police,Gwent Police,-3.030507,51.568872,On or near Sports/Recreation Area,W01001632,Newport 017D,Investigation complete; no suspect identified
7dba498fea907ba0b7707b2e80c9d104fb2e100561f45dfd2c014e16676dba09,2022-06,Gwent Police,Gwent Police,-2.992140,51.586683,On or near KINGSWAY,W01001687,Newport 014D,Investigation complete; no suspect identified
c851b5d3a632bce3581a15bb76f85e3ba98793b8bcc0858ff32df4262aceb6d8,2022-06,Gwent Police,Gwent Police,-3.128521,51.732454,On or near RHIW-PARK ROAD,W01001437,Blaenau Gwent 008C,Investigation complete; no suspect identified
36f315346f749177ec6083f5fbe6cbd43652464d8899f33645e1e77fdfde9a8e,2022-06,Gwent Police,Gwent Police,-3.183534,51.654855,On or near LLANARTH ROAD,W01001403,Caerphilly 011C,Investigation complete; no suspect identified
e9ecb808344aaf97c8b9aebb2127c98a1049ddfa6aaba3953c10a839a6530cdb,2022-06,Gwent Police,Gwent Police,-3.277997,51.608357,On or near Pedestrian Subway,W01001332,Caerphilly 018C,Investigation complete; no suspect identified
aebe01cde3080a869a0d83c24a51e6dd667914dc27c96f6e1a08ee40d7584356,2022-06,Gwent Police,Gwent Police,-2.943894,51.575877,On or near Supermarket,W01001646,Newport 015E,Investigation complete; no suspect identified
aeeb6f6dada41bc6380b19cc1642c2fe505cfa6be3a98a0f5416339afcdbda4b,2022-06,Gwent Police,Gwent Police,-2.967587,51.579874,On or near COLSTON AVENUE,W01001642,Newport 013A,Investigation complete; no suspect identified
e119e80de46a33de76b7ee404a257481b22b4f8b53a40cafa91e1157fbaf32d8,2022-06,Gwent Police,Gwent Police,-2.969571,51.584246,On or near LUDLOW CLOSE,W01001643,Newport 013B,Investigation complete; no suspect identified
b9e4882efdd664b7e73015abfcc42acc806c3e6fb72bf29f10534d19f089cc09,2022-06,Gwent Police,Gwent Police,-2.987233,51.576069,On or near CONSTABLES CLOSE,W01001659,Newport 018A,Investigation complete; no suspect identified
e8312a321c060f11a45853a4b69a9be63c73ef148c80f319a3539c203090099f,2022-06,Gwent Police,Gwent Police,-3.184712,51.741531,On or near ITTON STREET,W01001451,Blaenau Gwent 007B,Investigation complete; no suspect identified
ae7b37e416d69da6264a1c1c2c5bb9757e7b8e124d813f07661ce4095c4882f9,2022-06,Gwent Police,Gwent Police,-3.006183,51.578138,On or near COLDRA ROAD,W01001686,Newport 014C,Investigation complete; no suspect identified
d00ad87f2fba73eadd193cbcdc4eef5f40390c80f3dd5f96203140b3549911ee,2022-06,Gwent Police,Gwent Police,-3.225656,51.575970,On or near Sports/Recreation Area,W01001370,Caerphilly 023A,Investigation complete; no suspect identified
60dc4b347cc78aad10b9705a28b010046674a50cd749c941da5c9924c5efb5d3,2022-06,Gwent Police,Gwent Police,-3.047338,51.643866,On or near Pedestrian Subway,W01001497,Torfaen 011A,Investigation complete; no suspect identified
73f7eda19790af023b3d2aa9b02b802531b3c14e850db80544c19f74a5899929,2022-06,Gwent Police,Gwent Police,-3.035749,51.663598,On or near TY TRAPPA PLACE,W01001539,Torfaen 009E,Investigation complete; no suspect identified
1fb3f73f5953723de49d82d8a54b5edd3a215d1e1cb4776af01442bacf7ac962,2022-06,Gwent Police,Gwent Police,-2.955983,51.585319,On or near ABERTHAW DRIVE,W01001607,Newport 015A,Investigation complete; no suspect identified
c770850071febce069e1ae69fab9da40df20ea456749ae60ee96a0496387c92b,2022-06,Gwent Police,Gwent Police,-3.044794,51.650741,On or near ARCHER ROAD,W01001501,Torfaen 009A,Investigation complete; no suspect identified
3910197fe1112090cfdf4157fa6608ede10855fc5ef698811f3e3dd7f8dd3b33,2022-06,Gwent Police,Gwent Police,-3.220867,51.792718,On or near A4047,W01001438,Blaenau Gwent 004A,Investigation complete; no suspect identified
f5158f856bc86545913bfa80c2606f361bbbdb46f6e3a4dc53df4fdc9a6aa407,2022-06,Gwent Police,Gwent Police,-3.002979,51.589252,On or near SERPENTINE ROAD,W01001603,Newport 012C,Investigation complete; no suspect identified
100805959bc570ec823f9988be6a3e6a0670a43d81efb311dd28a628ea5efdf4,2022-06,Gwent Police,Gwent Police,-3.076605,51.602438,On or near CLIFTON STREET,W01001408,Caerphilly 016B,Investigation complete; no suspect identified
2e114baaed59c1d9c54a788df2f6b5c4d66c814537557df9ba3a98413c913fd2,2022-06,Gwent Police,Gwent Police,-2.925603,51.601073,On or near A48,W01001664,Newport 010A,Investigation complete; no suspect identified
a76ee0a6ad58d42c5baf7a062bce04afb88112f11b0ec772ea550ab025f7baf7,2022-06,Gwent Police,Gwent Police,-2.917166,51.604422,On or near PRIORY GROVE,W01001639,Newport 004A,Investigation complete; no suspect identified
69df71c91618ffbce03826cb01cbc8cc3aea8132e4200f4475a97e7c5349cf62,2022-06,Gwent Police,Gwent Police,-3.210467,51.587088,On or near LINDEN GROVE,W01001372,Caerphilly 022B,Investigation complete; no suspect identified
861ba52cd9df8a6fbfdd89544038e3dbe05797c652358358b627afb820cfb7ce,2022-06,Gwent Police,Gwent Police,-2.969320,51.596171,On or near WESTRAY CLOSE,W01001616,Newport 005C,Investigation complete; no suspect identified
d72f11747ef4b881d560b8b3fe0303186b376f82f833aa2ee7e1af2fecf4394b,2022-06,Gwent Police,Gwent Police,-3.207327,51.780342,On or near MARKET STREET,W01001460,Blaenau Gwent 007E,Investigation complete; no suspect identified
fcb2dd7459800bb69801b746694ab8f5aede12de2fb9cc268e2da001684ca60d,2022-06,Gwent Police,Gwent Police,-3.068513,51.706032,On or near Parking Area,W01001523,Torfaen 004C,Investigation complete; no suspect identified
f064e97124a8f173eaac56046cb8c18dc02c5f41f4ba08878536596ca0726585,2022-06,Gwent Police,Gwent Police,-3.260337,51.706891,On or near HILL STREET,W01001360,Caerphilly 002A,Investigation complete; no suspect identified
17b0d8d41afccf351d516cc035485c9a9eee2fa94ea351afeb7cbd157d79dad1,2022-06,Gwent Police,Gwent Police,-3.001174,51.692230,On or near HILLCREST,W01001560,Monmouthshire 006C,Investigation complete; no suspect identified
a557262f7e5ec03370aba06c8b41f99feebcaeaf7d69b1729da35825a8097166,2022-06,Gwent Police,Gwent Police,-3.001125,51.648711,On or near TWM BARLWM VIEW,W01001507,Torfaen 008D,Investigation complete; no suspect identified
d761f11b1dd228456e315b46770d5a6054819d354daa42d236c2c86d8cc4943f,2022-06,Gwent Police,Gwent Police,-2.989181,51.582697,On or near GEORGE STREET,W01001661,Newport 018C,Investigation complete; no suspect identified
bb965aa9a5521aca7ba0d1a08083316be3c307b7558ec56b4d81416b38c0805b,2022-06,Gwent Police,Gwent Police,-3.009656,51.547968,On or near LIGHTHOUSE ROAD,W01001912,Newport 020E,Investigation complete; no suspect identified
48358a7e2bd3c2db2acc0275d3d51accd8b697e3f1f700a57553318d2671d18e,2022-06,Gwent Police,Gwent Police,-3.178895,51.736734,On or near KING STREET,W01001451,Blaenau Gwent 007B,Investigation complete; no suspect identified
f952bed1aead1e2510f68d2e3b625731607bcf04d3255d98b2d53821eed2fda9,2022-06,Gwent Police,Gwent Police,-2.945278,51.576495,On or near CENTRAL AVENUE,W01001646,Newport 015E,Investigation complete; no suspect identified
f1e468135882e3617aded41dd19fccd8a4a6d1b0c299de72377bc66da8a6e90e,2022-06,Gwent Police,Gwent Police,-3.191781,51.663925,On or near THORNCOMBE ROAD,W01001350,Caerphilly 009C,Investigation complete; no suspect identified
9c2e1f4a2a05ade32a9612c9657f47aa978111377bf2c6c61ea3c851f9d56ada,2022-06,Gwent Police,Gwent Police,-3.214695,51.577298,On or near Supermarket,W01001422,Caerphilly 022F,Investigation complete; no suspect identified
998711a922cfc783f262b909f714dc564631c2c8d2414735d0213aa2377a33f8,2022-06,Gwent Police,Gwent Police,-2.945278,51.576495,On or near CENTRAL AVENUE,W01001646,Newport 015E,Investigation complete; no suspect identified
ec5f0b4cabc9ce877fea1fdc748fee54cae54e51d82ed53121705d60757db106,2022-06,Gwent Police,Gwent Police,-3.080637,51.542345,On or near TYNEWYDD DRIVE,W01001657,Newport 020C,Investigation complete; no suspect identified
5fb90a89e1587dd20dc83162f967ab08135bf5b56aa5b05269761bc4c97ece14,2022-06,Gwent Police,Gwent Police,-2.986043,51.594422,On or near TROSTREY STREET,W01001676,Newport 007B,Investigation complete; no suspect identified
be2ad34f4dce3182348c47ec2fe57f85d5229b8ec027205f09db14726bbc2001,2022-06,Gwent Police,Gwent Police,-2.961495,51.596847,On or near ROMNEY CLOSE,W01001614,Newport 005A,Investigation complete; no suspect identified
f7e4026ff8f16bb6d0be0b64135e6a2648c18362e5f5f340dd16bf09c25ee5ac,2022-06,Gwent Police,Gwent Police,-3.037113,51.585269,On or near CHURCH CLOSE,W01001674,Newport 009E,Investigation complete; no suspect identified
ff71a94a718d5d9574e7cf4901672d121c6895268027a0f61f0742a93d6ebb4a,2022-06,Gwent Police,Gwent Police,-3.001687,51.605322,On or near BRYNGLAS COURT,W01001682,Newport 006C,Investigation complete; no suspect identified
69a096589ff14bec8118c315f5fae7c8bc0a7eb1051bc42cca28516cd86f056d,2022-06,Gwent Police,Gwent Police,-2.975933,51.588824,On or near OXFORD STREET,W01001612,Newport 011B,Investigation complete; no suspect identified
db0cf1659317f1c66d643da919835bfe9d1f2f517e3f9c759fbe3699de16b33e,2022-06,Gwent Police,Gwent Police,-3.247748,51.771090,On or near HARCOURT TERRACE,W01001481,Blaenau Gwent 006E,Investigation complete; no suspect identified
9112aeeb9d20ca531ac20b586f6eaeac182ae479bb5bdfa8f71c8422d7fd0b55,2022-06,Gwent Police,Gwent Police,-3.013540,51.571502,On or near CARDIFF ROAD,W01001629,Newport 017A,Investigation complete; no suspect identified
4e4fe6f963c8baa3e8e71a42c1f4d8b57ae2332ab8538bb993aaae5698a7c36b,2022-06,Gwent Police,Gwent Police,-3.166792,51.680640,On or near PEN-Y-GROES,W01001390,Caerphilly 006E,Investigation complete; no suspect identified
d418e3c6784ccbc3efe49758e4b2269fda9363af21828894c4164359593f6216,2022-06,Gwent Police,Gwent Police,-2.983134,51.589411,On or near MARLBOROUGH ROAD,W01001692,Newport 011E,Investigation complete; no suspect identified
4bae452e75ef6fb7b71dc8fd4efcb80579696989f5d808bf3aaed8b14b9c428e,2022-06,Gwent Police,Gwent Police,-3.070712,51.596836,On or near CEDAR WOOD CLOSE,W01001670,Newport 009B,Investigation complete; no suspect identified
c437620e1ed3c5bdf90a548bc96b5f2867f63655af020297805b64f40c61d6ed,2022-06,Gwent Police,Gwent Police,-3.070469,51.597549,On or near CEDAR WOOD DRIVE,W01001670,Newport 009B,Investigation complete; no suspect identified
38aa1fe467af787ef7c2287a6cd651b62f9705b32293791715bc38a5a4bfbd7a,2022-06,Gwent Police,Gwent Police,-3.219074,51.799876,On or near RHYMNEY CLOSE,W01001471,Blaenau Gwent 001E,Investigation complete; no suspect identified
b242c6f458521b9bfe7e27105237fd4903e4de1f36b0c38d01acbb4032cad873,2022-06,Gwent Police,Gwent Police,-3.134551,51.732117,On or near FOUNDRY BRIDGE,W01001435,Blaenau Gwent 008A,Investigation complete; no suspect identified
952a32941f7ad3ca9ab20c06ac18c105f80f2942a5dffc9857fda0cd765f27e4,2022-06,Gwent Police,Gwent Police,-3.240265,51.721221,On or near FOTHERGILLS ROAD,W01001384,Caerphilly 002C,Investigation complete; no suspect identified
6d803bb6db31e93e92247f7520709d63439357e3d948cae2462843252748d54f,2022-06,Gwent Police,Gwent Police,-2.942418,51.687186,On or near Park/Open Space,W01001560,Monmouthshire 006C,Investigation complete; no suspect identified
13c4edb6762f7f925253855a0c5df3a98e3c0638509db98840202d697d298d26,2022-06,Gwent Police,Gwent Police,-2.971095,51.601578,On or near BURTON ROAD,W01001615,Newport 005B,Investigation complete; no suspect identified
33311aaa01c68b0e1d8344dd85a231408611d36b11a390618db8055af38d0a2c,2022-06,Gwent Police,Gwent Police,-3.051953,51.657187,On or near PERRY COURT,W01001536,Torfaen 009C,Investigation complete; no suspect identified
88a7e6c236e864b56ed68326d2f88e2b7d333c6a9c4d88ddd2493693033d929e,2022-06,Gwent Police,Gwent Police,-3.174165,51.793895,On or near BARLEY FIELD ROAD,W01001448,Blaenau Gwent 002C,Investigation complete; no suspect identified
72f29817ebd4adc38713ac16fa0ba00d700178155277e3ce351592d16b9c70e2,2022-06,Gwent Police,Gwent Police,-3.059401,51.718631,On or near SNATCHWOOD ROAD,W01001529,Torfaen 003B,Investigation complete; no suspect identified
21e273b20ce06d4a23b66b6b8e31704b6a9c08bf25374a9486a74e10884e773b,2022-06,Gwent Police,Gwent Police,-3.016223,51.556615,On or near BIRGANTINE WAY,W01001688,Newport 019C,Investigation complete; no suspect identified
3c12016fa0f2dac120cf4e17ceaf6095b28889c7253c237b32735fa733584edb,2022-06,Gwent Police,Gwent Police,-3.028278,51.613931,On or near ITCHEN ROAD,W01001622,Newport 003F,Investigation complete; no suspect identified
10d63b0f9510e78b9cb36e714aa25aa744de5f819ecb3bc9d4c9828c0f45b51d,2022-06,Gwent Police,Gwent Police,-2.990384,51.583613,On or near LOWER DOCK STREET,W01001687,Newport 014D,Investigation complete; no suspect identified
6446e17d4a52c1fa1eb27f719b347e631a224fa3dd1a24ee2364593acf8f54c3,2022-06,Gwent Police,Gwent Police,-3.243148,51.686474,On or near HEOL CARADOC,W01001339,Caerphilly 004D,Investigation complete; no suspect identified
2d611b33961121e6900d6bfc1919343a3d712fc98090e45d438eb3b0f1b4466a,2022-06,Gwent Police,Gwent Police,-3.194598,51.666594,On or near Parking Area,W01001350,Caerphilly 009C,Investigation complete; no suspect identified
cdc965e3db845d4ad520a5621807e3c3f797dabeeb353231f0099c4fa79087e4,2022-06,Gwent Police,Gwent Police,-3.181369,51.801007,On or near HARCOURT ROAD,W01001449,Blaenau Gwent 002D,Investigation complete; no suspect identified
fced6cab0f0426473e6e997c1bbd3eaaf1387cfb0511d47e867bb747e906e0f1,2022-06,Gwent Police,Gwent Police,-3.214638,51.786444,On or near Supermarket,W01001458,Blaenau Gwent 004E,Investigation complete; no suspect identified
3fb2fac751ded8d80cbb96b81f892e16ae264cda2a5c08f69214dff4daee538a,2022-06,Gwent Police,Gwent Police,-2.987376,51.593952,On or near TURNER STREET,W01001676,Newport 007B,Investigation complete; no suspect identified
bb2a25143de08908d12441fb030b0517bf429235733266a1b9d648ebf9276902,2022-06,Gwent Police,Gwent Police,-3.042567,51.643171,On or near JULE ROAD,W01001498,Torfaen 011B,Investigation complete; no suspect identified
f27b697d5b5d91fda98b1413d8e4ff28dd7aad96bf94ded2ae1b875f22b77274,2022-06,Gwent Police,Gwent Police,-2.950109,51.577751,On or near FOSSE ROAD,W01001646,Newport 015E,Investigation complete; no suspect identified
c44c399a8793655c1cb5eaaee5f4e1a18fab47e359d5d6259a8b391b8c2517be,2022-06,Gwent Police,Gwent Police,-3.009412,51.574064,On or near Petrol Station,W01001629,Newport 017A,Investigation complete; no suspect identified
4ce819a38b0b8206331e53018ad6970305bd03f2da875551b0f564f8baa3f3f9,2022-06,Gwent Police,Gwent Police,-3.194860,51.669954,On or near Supermarket,W01001350,Caerphilly 009C,Investigation complete; no suspect identified
46863a36f8e760eed3ba1b985cbb98ee80acaa2240ca4aaa19d553e6f05562e4,2022-06,Gwent Police,Gwent Police,-3.056494,51.593188,On or near WERN TERRACE,W01001672,Newport 009C,Investigation complete; no suspect identified
4ef81624d6fc3b4ea7b56e12a469f27db6569ce445a859862633a1a327ca2d5c,2022-06,Gwent Police,Gwent Police,-3.039160,51.643957,On or near NOLTON PLACE,W01001532,Torfaen 010E,Investigation complete; no suspect identified
ecd63c1e8562545b187af401aeef50923917c61a1490c6748542215e4aad3e74,2022-06,Gwent Police,Gwent Police,-2.752307,51.590264,On or near Supermarket,W01001589,Monmouthshire 010E,Investigation complete; no suspect identified
87b2357ddeff29608bbea5d41fd0b1b55591f6c67f13b0f15ce81bfa3f003a41,2022-06,Gwent Police,Gwent Police,-3.245054,51.653643,On or near WINDING WHEEL LANE,W01001432,Caerphilly 013D,Investigation complete; no suspect identified
e9cc25c289abfe9c4c4874d9475d6f0bd049caf9ec378790220700a0bccdbeff,2022-06,Gwent Police,Gwent Police,-3.018480,51.823032,On or near Parking Area,W01001579,Monmouthshire 001E,Investigation complete; no suspect identified
84147727279c28ff28f3f7037451586f9072e50825bfb8227ca8a4bcb65ac2f1,2022-06,Gwent Police,Gwent Police,-3.144916,51.679245,On or near KENNARD TERRACE,W01001359,Caerphilly 006D,Investigation complete; no suspect identified
1516a3da75209077be4f122f4f9a1de7bb955c439f75f44365596968dc77d3c2,2022-06,Gwent Police,Gwent Police,-3.183091,51.673913,On or near GROVESIDE ROAD,W01001391,Caerphilly 006F,Investigation complete; no suspect identified
17717a0944ff17c1c47b72054c3c41138d69ea00c02e21748ac3af604b8edd62,2022-06,Gwent Police,Gwent Police,-3.028741,51.610177,On or near BLACKWATER CLOSE,W01001621,Newport 003E,Investigation complete; no suspect identified
eb77ada59254c3217b74e27f5db63789c26c7efbb16a4b01946b707f7da84013,2022-06,Gwent Police,Gwent Police,-3.011822,51.570186,On or near BUXTON CLOSE,W01001633,Newport 019A,Investigation complete; no suspect identified
d3ca0bfa40be21410fa28ac68bb27af209d3918b362b6059313c71a6ce1454cc,2022-06,Gwent Police,Gwent Police,-3.178683,51.592672,On or near LOWER GLYN-GWYN STREET,W01001346,Caerphilly 020D,Investigation complete; no suspect identified
9bf1547bcaba0eab66ef944101dc1e9b2513669c2a37ec799e0901d020528c76,2022-06,Gwent Police,Gwent Police,-3.021079,51.557032,On or near Supermarket,W01001689,Newport 019D,Investigation complete; no suspect identified
3f02846d70134b29837c3417a465ae6f2794c5e7fb5a409eb2b0870d3d9e6e78,2022-06,Gwent Police,Gwent Police,-3.157819,51.759791,On or near LANCASTER STREET,W01001445,Blaenau Gwent 005C,Investigation complete; no suspect identified
8ae5788cf4d0adb74d141b54eec062602fbcf77c9ee11fb54ec6213179f7f7d7,2022-06,Gwent Police,Gwent Police,-2.980700,51.589665,On or near SPEKE STREET,W01001691,Newport 011D,Investigation complete; no suspect identified
42bb47409d7ef48c5aa4bd23ac14d30fb0d13d8b8f3384dcde40af2c27045c17,2022-06,Gwent Police,Gwent Police,-3.052523,51.645600,On or near Pedestrian Subway,W01001497,Torfaen 011A,Investigation complete; no suspect identified
ec0f31c573a473808454678a9ede05ef9ba71d151cbb1943c9e5e66408f0f450,2022-06,Gwent Police,Gwent Police,-3.213621,51.573820,On or near VAN ROAD,W01001425,Caerphilly 024D,Investigation complete; no suspect identified
c155cfeda5a972cd583d1019cbc90854ab3fbf12f5542105a583f138b6450728,2022-06,Gwent Police,Gwent Police,-3.223553,51.801403,On or near GLYNDWR ROAD,W01001471,Blaenau Gwent 001E,Investigation complete; no suspect identified
e919058632e2f6f2bf43a7e996128274148bbac31b67cb86cecadcd70ccbd692,2022-06,Gwent Police,Gwent Police,-3.001825,51.571575,On or near PORT ROAD,W01001660,Newport 018B,Investigation complete; no suspect identified
